     0,      0
     x,      x
  2129,  -2282
  1895,  -2715
  1345,  -3154
   668,  -3261
   210,  -3192
  -172,  -3270
  -789,  -3342
 -1472,  -3077
 -1862,  -2625
 -2077,  -2351
 -2467,  -2151
 -2924,  -1679
 -3090,  -1039
 -3052,   -592
 -3160,   -264
 -3332,    300
 -3196,   1020
 -2799,   1506
 -2516,   1778
 -2329,   2182
 -1890,   2686
 -1232,   2916
  -740,   2875
  -435,   2941
    49,   3134
   733,   3087
  1246,   2757
  1530,   2507
  1933,   2389
  2501,   2043
  2853,   1404
  2887,    852
  2953,    506
  3157,     32
  3157,   -663
  2839,  -1221
  2560,  -1503
  2466,  -1849
  2220,  -2405
  1661,  -2830
  1121,  -2942
   783,  -3049
   344,  -3322
  -369,  -3436
 -1023,  -3186
 -1381,  -2886
 -1727,  -2768
 -2278,  -2557
 -2744,  -2033
 -2885,  -1485
 -2973,  -1166
 -3262,   -814
 -3483,   -168
 -3353,    510
 -3110,    925
 -3032,   1293
 -2894,   1881
 -2415,   2444
 -1828,   2668
 -1462,   2754
 -1136,   3016
  -545,   3271
   124,   3200
   540,   2977
   861,   2930
  1415,   2898
  2039,   2538
  2370,   1989
  2514,   1607
  2806,   1294
  3127,    718
  3123,      3
  2890,   -473
  2802,   -779
  2797,  -1271
  2516,  -1887
  2013,  -2255
  1654,  -2411
  1408,  -2710
   912,  -3114
   192,  -3238
  -361,  -3073
  -713,  -2986
 -1213,  -3001
 -1867,  -2763
 -2299,  -2252
 -2457,  -1850
 -2708,  -1624
 -3118,  -1214
 -3323,   -547
 -3227,     13
 -3179,    362
 -3271,    840
 -3148,   1538
 -2689,   2085
 -2254,   2326
 -2002,   2588
 -1617,   3015
  -957,   3275
  -364,   3204
   -25,   3133
   379,   3249
  1037,   3234
  1631,   2880
  1934,   2486
  2225,   2273
  2711,   1956
  3087,   1319
  3102,    665
  3028,    267
  3129,   -123
  3155,   -754
  2848,  -1367
  2458,  -1682
  2272,  -1933
  2059,  -2405
  1522,  -2862
   883,  -2987
   460,  -2970
    76,  -3112
  -562,  -3219
 -1249,  -2974
 -1639,  -2563
 -1883,  -2334
 -2314,  -2147
 -2785,  -1673
 -2954,  -1055
 -2945,   -644
 -3102,   -323
 -3305,    253
 -3187,    970
 -2831,   1447
 -2602,   1742
 -2440,   2196
 -1998,   2732
 -1349,   2974
  -880,   2966
  -573,   3081
   -66,   3302
   625,   3262
  1125,   2961
  1420,   2763
  1864,   2680
  2465,   2344
  2835,   1726
  2909,   1208
  3040,    870
  3294,    371
  3314,   -343
  3024,   -899
  2794,  -1193
  2736,  -1578
  2499,  -2165
  1960,  -2598
  1465,  -2734
  1160,  -2900
   718,  -3229
    -2,  -3376
  -644,  -3165
 -1008,  -2927
 -1394,  -2859
 -1984,  -2663
 -2461,  -2151
 -2616,  -1640
 -2748,  -1355
 -3080,  -1006
 -3321,   -362
 -3217,    290
 -3031,    687
 -3013,   1076
 -2904,   1697
 -2443,   2274
 -1895,   2513
 -1563,   2643
 -1235,   2954
  -632,   3226
